index,thickness,intensity,digit
12844,2.8206096,184.82274,2.0
12845,3.0826986,174.27136,1.0
12846,2.2245126,111.04497,9.0
12847,2.0241172,142.133,1.0
12848,1.8966608,152.0,8.0
12849,2.2064023,122.2137,7.0
12850,3.1059477,200.41054,7.0
12851,2.967712,175.13554,6.0
12852,3.0056,222.39044,9.0
12853,2.014471,121.64117,6.0
12854,3.4876554,246.67682,2.0
12855,2.399538,159.45143,6.0
12856,1.8027985,135.26117,5.0
12857,1.9671991,98.87201,8.0
12858,2.3502774,137.59016,2.0
12859,2.361424,173.61275,2.0
12860,2.456342,150.7761,2.0
12861,2.1253963,148.13562,2.0
12862,2.2106886,146.58719,5.0
12863,2.1442358,145.0101,7.0
12864,2.84061,186.59772,2.0
12865,1.860003,117.477745,7.0
12866,2.1924882,163.47006,6.0
12867,2.0375533,152.02827,4.0
12868,3.4334497,227.67986,9.0
12869,2.462285,133.11281,0.0
12870,2.2562888,166.1738,4.0
12871,2.6748273,219.14868,2.0
12872,2.141956,150.20082,0.0
12873,3.9561386,250.05437,4.0
12874,2.32797,136.28677,3.0
12875,2.790419,209.08226,2.0
12876,2.103784,136.52081,6.0
12877,1.7113317,93.70762,3.0
12878,2.08347,100.18765,1.0
12879,2.2454069,129.36691,3.0
12880,2.3022163,90.29237,0.0
12881,1.8245856,93.6368,3.0
12882,2.5273857,150.2376,3.0
12883,2.119319,117.82033,1.0
12884,2.895843,212.15364,9.0
12885,1.4103708,85.72101,1.0
12886,1.5325797,75.07112,8.0
12887,1.8605605,115.77586,6.0
12888,2.4433303,130.11383,0.0
12889,2.1248019,134.53798,9.0
12890,1.5720899,93.61261,8.0
12891,2.4088254,133.12851,5.0
12892,3.11868,220.29852,8.0
12893,2.1047106,141.09483,5.0
12894,4.6122265,251.71632,9.0
12895,2.4894996,162.46887,3.0
12896,2.8704479,212.52148,7.0
12897,2.3599982,151.17859,0.0
12898,3.2943237,235.38565,5.0
12899,1.4722598,82.78136,8.0
12900,1.9361987,113.083405,9.0
12901,3.5872493,243.04538,3.0
12902,2.0895817,140.16772,6.0
12903,1.9848578,119.837814,9.0
12904,2.9053628,189.60649,8.0
12905,2.2297904,131.49344,6.0
12906,2.0599449,85.5792,2.0
12907,2.4662352,164.41876,0.0
12908,1.7849956,96.41578,7.0
12909,2.1197133,121.27222,1.0
12910,3.3701577,228.17616,9.0
12911,2.6539702,166.94754,2.0
12912,1.8819339,95.22311,4.0
12913,2.2532165,111.14524,3.0
12914,2.127501,101.6363,9.0
12915,2.0405927,92.80696,4.0
12916,2.608232,141.20616,2.0
12917,2.5763173,213.51855,5.0
12918,2.656839,168.64423,1.0
12919,2.3728747,125.67471,6.0
12920,2.627861,166.75305,3.0
12921,3.6519914,237.66972,7.0
12922,3.16501,214.37302,4.0
12923,1.584308,102.21951,8.0
12924,2.808744,190.75868,3.0
12925,4.2741666,249.77048,9.0
12926,3.335787,223.95001,0.0
12927,2.5664554,152.9902,0.0
12928,2.1928163,174.83237,8.0
12929,1.4461771,92.76841,1.0
12930,1.9435778,96.084755,1.0
12931,2.437015,167.02734,2.0
12932,2.0894284,137.34607,1.0
12933,3.0569026,213.88043,3.0
12934,2.6867254,192.80066,8.0
12935,2.925877,205.35963,4.0
12936,1.7813525,105.047844,8.0
12937,4.187457,232.74942,5.0
12938,3.0792286,219.24031,2.0
12939,2.6920986,166.22751,6.0
12940,2.669075,185.9491,5.0
12941,2.1128855,124.87294,7.0
12942,3.4089634,229.06827,3.0
12943,2.5123892,174.18048,8.0
12944,3.1574578,214.55116,8.0
12945,2.497961,145.0664,9.0
12946,2.0149271,118.34862,9.0
12947,2.403954,201.3929,0.0
12948,2.816207,215.97614,4.0
12949,3.0623703,213.89568,1.0
12950,2.648062,182.93872,2.0
12951,3.8266842,240.87225,2.0
12952,3.6873052,245.42136,1.0
12953,2.3013296,141.27122,3.0
12954,2.2919662,157.15958,2.0
12955,2.1220753,87.80487,4.0
12956,2.1883912,136.76791,7.0
12957,2.9680133,223.05676,5.0
12958,2.0496974,127.34955,8.0
12959,1.6958315,91.217155,6.0
12960,2.5581377,167.0142,8.0
12961,2.9699876,200.00008,7.0
12962,2.4566066,142.73187,5.0
12963,1.3346941,78.288445,8.0
12964,3.4344985,221.57156,6.0
12965,2.3194776,159.59879,9.0
12966,3.4418108,205.93939,4.0
12967,2.0239317,100.448616,3.0
12968,2.35037,152.50015,3.0
12969,2.1513176,153.36156,4.0
12970,1.772801,108.63406,7.0
12971,2.0436597,146.7654,1.0
12972,2.4935672,173.83618,4.0
12973,2.786407,183.60233,4.0
12974,1.8897455,106.03108,8.0
12975,2.0205426,114.06507,6.0
12976,2.9437916,172.07446,4.0
12977,2.1470885,105.41181,6.0
12978,2.7893767,145.97954,5.0
12979,2.7566762,147.97809,7.0
12980,2.5144951,140.18253,6.0
12981,2.669463,148.04037,3.0
12982,2.3255782,142.77713,7.0
12983,3.3730435,237.18086,3.0
12984,2.992867,178.64458,8.0
12985,2.4730127,153.70763,2.0
12986,4.247504,248.50923,5.0
12987,2.1201768,119.7124,1.0
12988,2.6437066,168.83577,8.0
12989,2.9156954,228.45648,9.0
12990,2.665657,178.8642,3.0
12991,3.3696606,201.19743,4.0
12992,2.0681844,106.866165,0.0
12993,3.6310458,241.38982,7.0
12994,2.6545312,212.01959,7.0
12995,2.3480396,172.35324,3.0
12996,1.9837837,118.18575,5.0
12997,2.4322097,138.14146,4.0
12998,1.693897,74.92959,3.0
12999,2.6364007,147.41254,9.0
13000,2.3282652,133.85556,7.0
13001,1.5423689,85.17151,1.0
13002,2.2379186,153.25491,9.0
13003,2.272191,134.66264,1.0
13004,1.3638046,76.99946,8.0
13005,2.248456,130.08243,0.0
13006,3.1243174,235.79152,1.0
13007,1.9950624,117.617676,1.0
13008,2.4678118,174.69574,4.0
13009,3.1929498,236.77054,4.0
13010,2.5030982,124.29317,6.0
13011,3.3160555,224.4604,6.0
13012,2.219877,134.81024,9.0
13013,2.8750281,210.72473,0.0
13014,1.8203804,92.08644,8.0
13015,3.4272768,230.8175,2.0
13016,2.36748,110.118164,8.0
13017,2.0125823,117.907455,8.0
13018,2.2721467,129.23956,8.0
13019,2.5576434,151.45795,2.0
13020,1.9768652,129.14056,6.0
13021,3.5793638,240.03748,5.0
13022,2.2613711,121.08876,2.0
13023,2.3446164,176.02382,2.0
13024,2.4748695,174.01495,7.0
13025,3.3530364,232.36584,1.0
13026,3.4288054,199.6919,3.0
13027,2.4518676,152.29524,7.0
13028,1.956391,90.406876,9.0
13029,2.0122015,123.73831,0.0
13030,3.5254822,236.87804,0.0
13031,1.6757756,101.7378,2.0
13032,2.960656,215.50485,9.0
13033,3.1526334,217.95003,0.0
13034,2.7327673,139.68425,9.0
13035,3.0934424,140.19171,6.0
13036,1.3842268,104.468285,5.0
13037,1.8586153,107.50877,8.0
13038,2.6228719,144.03835,2.0
13039,3.0160236,189.70755,2.0
13040,2.2900786,152.16492,5.0
13041,1.9926727,126.079895,9.0
13042,2.5133834,169.41974,7.0
13043,1.3550407,85.09517,2.0
13044,1.9999487,96.70336,0.0
13045,1.864304,104.92523,3.0
13046,2.1374776,113.09424,6.0
13047,2.515728,166.22699,6.0
13048,2.1957765,134.54425,7.0
13049,2.8849568,185.45227,9.0
13050,2.066928,105.20461,9.0
13051,1.6775614,93.83855,8.0
13052,3.2337787,233.90529,4.0
13053,2.9611535,218.58672,7.0
13054,1.8248016,120.8708,0.0
13055,4.81044,252.36205,8.0
13056,1.8964753,124.23239,7.0
13057,1.5021626,89.27481,9.0
13058,2.5624633,104.466385,5.0
13059,2.6802049,180.87384,2.0
13060,2.7564082,114.950714,5.0
13061,1.9412332,108.817474,2.0
13062,2.3077378,192.13799,8.0
13063,2.7822545,192.14534,9.0
13064,1.061262,73.213425,7.0
13065,2.9791093,170.49274,8.0
13066,2.3981912,173.27023,0.0
13067,3.0850778,214.39001,6.0
13068,3.3128433,212.87439,4.0
13069,2.4234884,150.51227,4.0
13070,2.2392688,116.72075,5.0
13071,2.3643067,116.387955,4.0
13072,1.3637033,80.23723,9.0
13073,1.6511735,101.170944,4.0
13074,2.0946593,109.86479,0.0
13075,2.7012758,146.74553,0.0
13076,1.868425,103.81001,0.0
13077,2.4016433,136.85974,0.0
13078,2.072336,88.53057,5.0
13079,2.8352764,156.13815,8.0
13080,2.2756553,133.5777,1.0
13081,2.2784014,167.5445,0.0
13082,2.8775718,219.52382,2.0
13083,2.9563313,207.03584,8.0
13084,2.3371792,142.71999,6.0
13085,2.2374701,164.12704,6.0
13086,2.3198867,156.99469,2.0
13087,3.3930583,234.23297,6.0
13088,1.2959986,80.93358,9.0
13089,1.4330298,91.46265,8.0
13090,2.047733,125.149315,1.0
13091,3.2058148,212.04987,7.0
13092,3.396949,232.18417,5.0
13093,2.6593683,182.37878,3.0
13094,1.5104374,83.27114,5.0
13095,3.6502285,238.968,8.0
13096,2.5907469,182.62866,9.0
13097,2.4926212,185.44585,0.0
13098,3.1051126,215.4853,0.0
13099,1.8567461,113.9373,3.0
13100,2.6856675,136.72427,2.0
13101,2.173516,161.05023,6.0
13102,3.3203251,244.89217,1.0
13103,2.2272978,131.64212,8.0
13104,3.1955962,194.9523,4.0
13105,3.2081096,192.24115,3.0
13106,1.6686927,87.31146,1.0
13107,2.4081278,123.78688,1.0
13108,2.9147525,178.92911,9.0
13109,2.337845,171.71152,3.0
13110,2.455928,143.33226,3.0
13111,1.9346294,90.29809,9.0
13112,4.1727095,247.5891,1.0
13113,2.362568,134.42914,1.0
13114,2.3325903,154.27713,3.0
13115,2.6892428,135.64822,9.0
13116,3.0892916,218.9522,9.0
13117,2.7489703,227.62506,0.0
13118,3.427982,232.49074,8.0
13119,5.149128,254.414,7.0
13120,1.7592199,115.96576,5.0
13121,3.113057,215.85136,2.0
13122,2.4163134,162.60938,8.0
13123,2.5312903,147.8125,7.0
13124,3.349396,231.36438,3.0
13125,2.8066752,215.78857,4.0
13126,1.7548286,96.82006,0.0
13127,2.3883758,147.58452,3.0
13128,2.1871634,143.74655,4.0
13129,2.1001506,104.93183,1.0
13130,2.7596416,131.98659,9.0
13131,2.824145,175.39304,7.0
13132,3.105286,224.33247,4.0
13133,3.2253902,227.71873,6.0
13134,2.24059,122.07643,3.0
13135,2.8217328,201.52295,0.0
13136,2.5382128,128.55402,7.0
13137,2.557021,169.50687,1.0
13138,1.8357067,96.42466,2.0
13139,1.9961387,90.516846,2.0
13140,2.2463095,92.69821,1.0
13141,1.6480553,83.90596,3.0
13142,2.8515508,206.45631,3.0
13143,2.1830661,133.64499,4.0
13144,2.939464,206.8164,3.0
13145,2.5069237,179.73299,5.0
13146,2.3537948,150.45477,3.0
13147,3.0033402,180.71663,6.0
13148,2.1690052,140.91605,2.0
13149,2.7884026,196.42027,7.0
13150,2.7647474,218.65942,7.0
13151,1.591941,76.24515,8.0
13152,1.5663273,82.830376,8.0
13153,2.2004576,118.865005,9.0
13154,2.6637588,153.5395,1.0
13155,2.3058038,150.80185,0.0
13156,3.0859096,212.2003,2.0
13157,2.3790781,183.34418,1.0
13158,3.0331407,202.71675,7.0
13159,1.6811152,113.82825,2.0
13160,3.3204653,225.07484,1.0
13161,2.4164042,189.42934,3.0
13162,1.9496233,120.60712,7.0
13163,3.9872887,240.45361,4.0
13164,1.8622844,92.82678,0.0
13165,2.9160693,193.41124,5.0
13166,2.7771022,160.41174,7.0
13167,1.8349702,81.23112,6.0
13168,2.0597203,102.5072,1.0
13169,2.7979598,220.28247,7.0
13170,1.587975,117.92487,6.0
13171,1.9922737,101.86586,8.0
13172,1.8756975,119.07944,6.0
13173,2.9934444,199.88074,9.0
13174,3.239038,214.16739,7.0
13175,2.2865121,150.14291,0.0
13176,2.734832,189.36807,8.0
13177,3.349742,202.79237,1.0
13178,1.8263725,96.33638,9.0
13179,1.2852949,83.285324,2.0
13180,2.0577354,115.65073,7.0
13181,2.3429344,187.00586,3.0
13182,2.083146,99.39125,5.0
13183,3.2715168,231.93808,4.0
13184,2.4645183,179.71268,0.0
13185,1.8013971,141.01398,5.0
13186,2.4471912,182.72574,8.0
13187,1.9075494,119.84018,7.0
13188,2.2487948,132.84439,7.0
13189,2.2070324,146.34096,8.0
13190,3.4403567,221.60725,3.0
13191,2.9201953,186.81195,9.0
13192,2.585197,126.34566,7.0
13193,2.2994606,110.73271,3.0
13194,2.9663677,200.67625,9.0
13195,3.2752874,210.44841,8.0
13196,1.9455256,157.7076,0.0
13197,2.68525,180.86829,0.0
13198,1.8607938,124.75618,2.0
13199,3.4064622,242.00395,7.0
13200,2.250567,121.39244,2.0
13201,2.7788086,171.60756,1.0
13202,2.1025827,116.98597,3.0
13203,1.3563586,72.67113,0.0
13204,3.0467136,192.28276,8.0
13205,1.9857012,82.88528,7.0
13206,3.639059,242.36151,0.0
13207,2.325214,147.3024,6.0
13208,2.5631137,188.57541,3.0
13209,2.6925063,153.79187,9.0
13210,2.3363042,152.1116,6.0
13211,2.710294,158.21274,0.0
13212,2.4456635,150.99211,3.0
13213,1.786704,97.62774,1.0
13214,2.9664083,178.56445,0.0
13215,2.6532116,129.22905,0.0
13216,3.6088629,244.8208,0.0
13217,2.4372816,137.32832,0.0
13218,3.9591782,243.94218,3.0
13219,2.558848,195.4448,8.0
13220,2.9199252,185.01547,6.0
13221,2.8245118,169.81421,3.0
13222,3.2997966,232.47275,3.0
13223,2.7097425,176.58827,4.0
13224,2.863956,191.52586,6.0
13225,2.812715,189.86517,3.0
13226,2.0562403,102.753746,6.0
13227,2.270241,140.17511,1.0
13228,2.0841384,126.56646,3.0
13229,2.652608,161.1145,5.0
13230,1.9564444,98.74046,0.0
13231,2.4522119,141.25671,0.0
13232,2.2639537,125.968414,5.0
13233,2.5027227,146.0109,0.0
13234,2.1396918,130.8432,5.0
13235,1.4491391,88.68268,9.0
13236,1.9516114,112.55169,4.0
13237,2.8626957,229.81921,5.0
13238,3.4878197,232.97128,0.0
13239,2.1070905,140.35222,3.0
13240,2.7780468,223.51315,0.0
13241,2.2495248,109.65057,4.0
13242,2.9388525,197.94287,3.0
13243,1.554059,99.934326,7.0
13244,3.0499756,195.78082,7.0
13245,1.8267881,123.02653,6.0
13246,2.2817774,126.19332,6.0
13247,3.0116005,219.6351,9.0
13248,1.5190301,81.473724,5.0
13249,1.6815059,85.80677,2.0
13250,1.8642176,91.50208,3.0
13251,3.6792064,236.34637,4.0
13252,2.0280905,90.227936,4.0
13253,1.7914978,113.56062,5.0
13254,2.714426,165.46524,1.0
13255,1.7841556,116.73387,7.0
13256,0.9800777,66.79459,5.0
13257,2.1955118,132.03697,2.0
13258,1.9190129,124.11424,8.0
13259,1.4891808,76.59771,1.0
13260,2.0409877,99.96863,1.0
13261,1.9790728,106.91077,6.0
13262,1.4938159,85.58826,5.0
13263,2.4142013,119.5548,4.0
13264,2.2995436,105.75806,5.0
13265,2.9349732,193.4785,9.0
13266,1.9261683,102.14209,1.0
13267,3.821095,246.91478,4.0
13268,2.5350883,175.20479,0.0
13269,1.8778989,119.456665,9.0
13270,3.7581716,219.71774,9.0
13271,2.9073856,208.30394,4.0
13272,2.9859118,226.07047,1.0
13273,3.2558217,233.0971,1.0
13274,1.8986166,107.53847,8.0
13275,2.624288,155.45428,2.0
13276,2.757112,188.70694,5.0
13277,2.2499194,142.69064,2.0
13278,2.9067328,199.60791,9.0
13279,3.9438884,247.0965,5.0
13280,3.809342,227.40916,0.0
13281,2.6685424,192.47829,8.0
13282,2.121665,119.72154,6.0
13283,1.8276346,126.67758,1.0
13284,2.6799655,160.18443,5.0
13285,2.2038047,143.51877,3.0
13286,2.0551414,98.75273,0.0
13287,1.9747024,129.98322,2.0
13288,1.4305519,94.58782,3.0
13289,2.6996408,185.91939,9.0
13290,1.6881802,83.1774,6.0
13291,2.8991354,153.05347,4.0
13292,2.387346,186.84912,7.0
13293,2.3640573,186.10056,3.0
13294,2.7015977,184.67911,3.0
13295,2.5707564,173.09848,2.0
13296,3.2593732,231.94243,1.0
13297,1.5650368,95.941025,1.0
13298,2.520186,184.68411,3.0
13299,2.0576293,105.54826,2.0
13300,2.5307617,117.33869,5.0
13301,3.3322046,242.94627,8.0
13302,1.9793001,123.52339,4.0
13303,1.8668063,129.82083,6.0
13304,3.0580165,225.35449,9.0
13305,2.3337588,113.69156,5.0
13306,2.1701798,154.86386,6.0
13307,2.5809767,177.2875,1.0
13308,3.2525368,222.8781,9.0
13309,2.721408,186.29794,6.0
13310,3.0228539,219.10805,2.0
13311,2.5370564,121.70886,7.0
13312,1.8344345,118.88701,5.0
13313,3.1804652,196.50847,2.0
13314,3.160667,174.2562,0.0
13315,2.547402,139.89746,1.0
13316,1.7794639,134.04626,8.0
13317,1.7768579,101.12738,3.0
13318,2.8352406,192.00793,6.0
13319,2.859411,200.31796,7.0
13320,2.225928,169.85196,8.0
13321,2.646686,135.57217,5.0
13322,2.5456586,141.23053,6.0
13323,3.4455173,236.83669,9.0
13324,1.4477355,100.00165,5.0
13325,2.0460355,126.60507,3.0
13326,1.9129429,107.54245,9.0
13327,2.1899018,168.84856,8.0
13328,2.3439364,130.22456,5.0
13329,2.7468717,169.45863,7.0
13330,1.599418,90.73215,2.0
13331,1.9309386,137.13916,5.0
13332,2.672342,170.08968,3.0
13333,2.3637247,150.21588,7.0
13334,2.2201169,109.42338,1.0
13335,1.4770052,84.61662,0.0
13336,2.5269299,132.95271,5.0
13337,2.6599903,159.95084,7.0
13338,1.7802682,96.06607,1.0
13339,2.0557413,117.0654,4.0
13340,2.9676664,199.51869,4.0
13341,2.4587026,160.71945,8.0
13342,2.7774794,219.4187,8.0
13343,2.808827,161.63574,8.0
13344,1.7087837,104.37122,0.0
13345,1.9375532,106.9651,5.0
13346,2.1309905,173.1695,8.0
13347,2.416145,129.64981,0.0
13348,2.81745,204.04118,5.0
13349,1.8740683,85.51041,6.0
13350,2.5764928,163.48349,4.0
13351,2.4206429,203.60553,6.0
13352,1.9733075,103.188705,3.0
13353,1.7485363,78.89655,3.0
13354,3.6063817,225.69228,8.0
13355,3.3009937,214.49092,7.0
13356,1.6194055,91.34909,9.0
13357,3.0979664,206.79596,6.0
13358,2.8220096,200.14894,9.0
13359,3.2045598,233.31049,9.0
13360,3.730945,243.5726,5.0
13361,2.8249402,193.66068,9.0
13362,3.9798667,238.5436,9.0
13363,2.5547702,145.04785,4.0
13364,2.35834,120.788155,6.0
13365,1.7506081,96.30065,8.0
13366,2.0979745,160.81448,0.0
13367,3.3145387,206.1067,4.0
13368,3.0459292,215.05357,5.0
13369,2.6905818,171.5658,1.0
13370,2.1064212,124.444824,2.0
13371,2.6893516,172.3221,0.0
13372,3.1459422,206.73515,1.0
13373,2.4205823,142.84534,6.0
13374,2.0779316,102.68316,2.0
13375,3.1041532,227.9171,6.0
13376,3.0959828,206.77365,3.0
13377,1.792845,120.41232,0.0
13378,3.313827,227.90085,8.0
13379,2.8021777,196.11621,1.0
13380,2.3427043,134.9853,7.0
13381,2.4426463,178.45256,2.0
13382,2.074075,98.30389,7.0
13383,3.2762692,205.13637,3.0
13384,1.8794129,75.724014,2.0
13385,1.1079986,84.591354,4.0
13386,3.5960917,239.80046,8.0
13387,1.9181414,94.358795,5.0
13388,3.0095415,186.74997,3.0
13389,2.0076272,109.51895,6.0
13390,3.2659,194.5619,1.0
13391,1.23091,83.38754,7.0
13392,2.799439,207.01508,1.0
13393,2.23186,138.80307,8.0
13394,2.7921896,168.45844,5.0
13395,2.233909,195.29306,9.0
13396,2.3801389,148.90536,8.0
13397,2.5899928,158.20795,0.0
13398,2.4137597,137.85103,1.0
13399,2.265058,200.88097,1.0
13400,3.0547938,231.74858,5.0
13401,2.1364503,157.41751,2.0
13402,2.025404,118.019295,8.0
13403,2.9248967,217.1589,3.0
13404,1.5694406,84.781944,5.0
13405,2.4820988,181.89102,7.0
13406,1.6674814,111.63847,2.0
13407,2.6895528,184.70743,8.0
13408,3.2303271,215.06033,0.0
13409,2.74188,203.21042,9.0
13410,3.0628903,201.15187,7.0
13411,1.8591044,115.09932,0.0
13412,1.8652381,122.466034,8.0
13413,2.1794004,170.58408,1.0
13414,2.0671122,135.70026,9.0
13415,1.5873995,105.208725,2.0
13416,2.720434,194.77188,7.0
13417,3.1265879,214.64798,3.0
13418,2.3686035,198.0653,4.0
13419,2.3734002,162.0264,4.0
13420,2.130832,123.10303,8.0
13421,2.2830274,117.25284,7.0
13422,2.3202813,157.24619,8.0
13423,1.6987624,104.59181,8.0
13424,2.1084805,95.1021,8.0
13425,3.3665316,229.08084,9.0
13426,2.6536582,175.44824,4.0
13427,2.1283383,132.85947,6.0
13428,1.8021653,102.96567,9.0
13429,2.6356287,181.19652,9.0
13430,2.7261968,150.48653,4.0
13431,1.6664395,115.428375,6.0
13432,1.8910987,89.68088,2.0
13433,3.5031734,237.09383,1.0
13434,2.656363,195.79753,2.0
13435,3.0774832,185.1103,9.0
13436,2.526818,156.47127,8.0
13437,2.393919,167.2836,9.0
13438,4.111085,248.93298,3.0
13439,2.0349083,173.61563,9.0
13440,2.0178113,110.66435,8.0
13441,2.117173,102.61633,4.0
13442,2.7504961,176.48561,3.0
13443,2.6968687,151.68326,4.0
13444,3.3025875,213.06918,6.0
13445,1.8587956,94.86323,3.0
13446,3.3160067,214.43526,4.0
13447,1.6315321,97.26329,8.0
13448,1.7665232,102.38874,3.0
13449,2.1848402,145.13025,1.0
13450,2.2493756,125.430695,0.0
13451,2.1719155,125.70911,4.0
13452,2.5878966,181.36691,2.0
13453,2.0414746,121.97621,1.0
13454,2.5986578,207.67082,0.0
13455,1.9816258,86.82921,2.0
13456,2.4934,129.37506,9.0
13457,1.8961954,89.26783,5.0
13458,2.2748725,171.29248,4.0
13459,2.8674083,168.28879,0.0
13460,2.9042025,199.2386,5.0
13461,3.1999774,234.83975,9.0
13462,2.5502124,198.91324,9.0
13463,2.8292782,210.86742,4.0
13464,2.6138659,150.88132,0.0
13465,3.3135455,205.34412,9.0
13466,2.2340462,98.06883,5.0
13467,2.3994575,98.79018,0.0
13468,3.0702114,213.23912,6.0
13469,2.5572736,161.22113,7.0
13470,1.807708,85.33145,1.0
13471,2.6892467,183.21936,4.0
13472,2.6751006,176.06836,9.0
13473,2.3745759,149.86514,4.0
13474,2.530635,153.3921,1.0
13475,2.967522,148.96426,1.0
13476,1.9412419,130.08133,8.0
13477,1.2963488,84.10086,8.0
13478,2.128644,111.62859,3.0
13479,2.8019674,199.65382,7.0
13480,2.1133952,144.6616,9.0
13481,2.255344,90.433876,6.0
13482,3.0206475,187.33679,7.0
13483,3.0429692,209.6363,0.0
13484,3.0277314,186.18222,2.0
13485,2.2148657,102.90509,8.0
13486,2.119281,168.61993,2.0
13487,2.6143575,146.37177,1.0
13488,1.5578493,103.58056,3.0
13489,3.1360564,218.82994,8.0
13490,1.66571,115.1737,2.0
13491,2.1887653,132.82594,2.0
13492,1.9387486,112.373245,0.0
13493,3.4813786,241.57973,6.0
13494,2.4257627,136.3183,6.0
13495,2.290255,162.22864,2.0
13496,2.0143878,131.14917,3.0
13497,2.5375867,125.92743,0.0
13498,3.0172462,200.84407,8.0
13499,2.5771997,148.73505,9.0
13500,2.227487,120.34739,4.0
13501,2.4024348,159.46753,1.0
13502,1.960294,104.296295,5.0
13503,1.5652401,99.51732,2.0
13504,2.779717,197.20035,1.0
13505,2.2928865,141.88187,5.0
13506,4.0423937,247.94652,2.0
13507,1.8651683,100.00201,4.0
13508,3.2686474,241.93742,2.0
13509,4.771619,253.44003,5.0
13510,1.7891484,113.04419,1.0
13511,2.1927378,135.1185,6.0
13512,3.2342591,225.80582,7.0
13513,2.151147,112.819885,7.0
13514,1.9744923,120.48366,1.0
13515,3.3138433,227.41751,7.0
13516,2.487041,105.4905,3.0
13517,2.7077596,143.12402,5.0
13518,3.0259233,163.45197,8.0
13519,2.7857785,188.53741,3.0
13520,2.3286426,146.28458,4.0
13521,2.1459994,126.6536,0.0
13522,2.450181,153.89853,2.0
13523,3.3259864,221.2253,2.0
13524,1.8152406,108.942154,3.0
13525,1.9401988,87.1154,2.0
13526,2.5274231,183.43887,9.0
13527,2.5410097,182.31268,2.0
13528,2.0625257,134.97958,0.0
13529,3.5533626,221.51678,7.0
13530,2.310366,114.52199,9.0
13531,2.3928835,163.99625,3.0
13532,2.6131172,166.09897,5.0
13533,1.4648428,80.57027,5.0
13534,2.607428,179.99623,7.0
13535,2.5472727,171.11841,2.0
13536,2.6140132,169.90283,6.0
13537,1.3410249,82.0403,1.0
13538,2.2577736,153.07404,5.0
13539,2.2256796,132.44208,4.0
13540,2.7037182,187.7952,7.0
13541,2.9874969,187.41354,4.0
13542,2.202656,159.20143,1.0
13543,3.1331992,232.66043,3.0
13544,3.6650138,222.09187,0.0
13545,3.2427025,230.94496,0.0
13546,1.6999593,102.11073,6.0
13547,2.2700639,133.47092,0.0
13548,2.385305,132.44894,4.0
13549,2.8906496,187.42236,8.0
13550,2.29804,115.38306,2.0
13551,2.01329,114.21029,5.0
13552,2.634373,153.30763,2.0
13553,3.8148162,243.95963,4.0
13554,3.7110837,245.08936,8.0
13555,2.3003688,179.7414,7.0
13556,2.1094139,109.89894,1.0
13557,2.4566045,171.34096,9.0
13558,3.326549,223.4029,1.0
13559,3.42244,229.89362,8.0
13560,2.582753,143.29626,3.0
13561,2.1544118,125.77634,7.0
13562,2.011855,117.46832,8.0
13563,2.8488393,219.18301,9.0
13564,2.0551033,118.44495,4.0
13565,1.7211349,139.32906,6.0
13566,2.8696501,197.54926,7.0
13567,1.538321,84.93672,3.0
13568,2.288671,156.06766,3.0
13569,1.5383227,84.04133,1.0
13570,2.4222877,183.22673,7.0
13571,1.8304018,97.14926,7.0
13572,2.30168,158.12624,9.0
13573,2.081676,158.25821,9.0
13574,2.042661,120.378815,1.0
13575,2.2114289,151.24701,6.0
13576,2.4688861,145.29791,3.0
13577,2.8825052,200.0291,3.0
13578,2.6664293,195.75589,8.0
13579,2.238192,141.52512,3.0
13580,2.1040297,144.6672,5.0
13581,2.3533044,170.81148,1.0
13582,3.1788495,214.16267,0.0
13583,2.160087,127.26613,0.0
13584,2.4265485,163.6719,1.0
13585,3.7165074,244.57855,2.0
13586,2.6022315,211.75461,2.0
13587,2.3473625,131.81003,6.0
13588,1.7546533,95.722534,8.0
13589,1.7421772,91.07415,0.0
13590,1.9765971,119.95419,1.0
13591,2.4036288,110.26851,5.0
13592,1.8916717,97.047714,8.0
13593,1.604495,112.729164,6.0
13594,2.062324,126.552475,5.0
13595,1.78241,97.99338,6.0
13596,2.729509,207.60246,9.0
13597,1.6687791,79.851654,8.0
13598,2.31047,132.19177,6.0
13599,1.8465393,116.7927,7.0
13600,1.5588017,80.90843,7.0
13601,1.7889773,81.14274,3.0
13602,1.8332018,112.80848,5.0
13603,3.5944352,242.18248,5.0
13604,2.1190393,99.72899,1.0
13605,2.5544336,136.62839,8.0
13606,2.7458386,163.99002,2.0
13607,2.564692,171.79492,3.0
13608,2.2883136,145.95331,8.0
13609,2.4656458,170.25555,0.0
13610,2.059856,99.37987,1.0
13611,2.3518505,119.755295,1.0
13612,3.596437,232.37138,2.0
13613,2.1811936,130.77722,2.0
13614,2.171387,166.71635,6.0
13615,3.2796462,234.86421,3.0
13616,2.959729,196.99188,9.0
13617,2.4564786,118.68068,1.0
13618,1.9830383,117.86978,8.0
13619,2.1208606,102.97624,5.0
13620,2.6837604,176.02081,8.0
13621,2.0516014,114.191025,6.0
13622,1.4867858,78.74789,6.0
13623,3.084091,199.24557,0.0
13624,2.3155103,184.93192,2.0
13625,3.070475,215.04532,1.0
13626,1.7613199,99.364975,8.0
13627,3.6857464,230.03633,2.0
13628,2.5279422,168.84833,3.0
13629,3.3685873,214.46857,3.0
